0.293893	0.404508	0.415	
0.226995	0.445503	0.4175	
0.154509	0.475528	0.42	
0.0782175	0.493844	0.4225	
2.27757e-07	0.5	0.425	
-0.078217	0.493844	0.4275	
-0.154508	0.475528	0.43	
-0.226995	0.445503	0.4325	
-0.293892	0.404509	0.435	
-0.353553	0.353554	0.4375	
-0.404508	0.293893	0.44	
-0.445503	0.226995	0.4425	
-0.475528	0.154509	0.445	
-0.493844	0.0782175	0.4475	
-0.5	2.41154e-07	0.45	
-0.493844	-0.078217	0.4525	
-0.475528	-0.154508	0.455	
-0.445503	-0.226995	0.4575	
-0.404509	-0.293892	0.46	
-0.353554	-0.353553	0.4625	
-0.293893	-0.404508	0.465	
-0.226995	-0.445503	0.4675	
-0.154509	-0.475528	0.47	
-0.0782175	-0.493844	0.4725	
-2.54552e-07	-0.5	0.475	
0.078217	-0.493844	0.4775	
0.154508	-0.475528	0.48	
0.226995	-0.445503	0.4825	
0.293892	-0.404509	0.485	
0.353553	-0.353554	0.4875	
0.404508	-0.293893	0.49	
0.445503	-0.226995	0.4925	
0.475528	-0.154509	0.495	
0.493844	-0.0782175	0.4975	
0.5	-2.67949e-07	0.5	
0.493844	0.078217	0.5025	
0.475528	0.154508	0.505	
0.445503	0.226995	0.5075	
0.404509	0.293892	0.51	
0.353554	0.353553	0.5125	
0.293893	0.404508	0.515	
0.226995	0.445503	0.5175	
0.154509	0.475528	0.52	
0.0782175	0.493844	0.5225	
2.81346e-07	0.5	0.525	
-0.078217	0.493844	0.5275	
-0.154508	0.475528	0.53	
-0.226995	0.445503	0.5325	
-0.293892	0.404509	0.535	
-0.353553	0.353554	0.5375	
-0.404508	0.293893	0.54	
-0.445503	0.226996	0.5425	
-0.475528	0.154509	0.545	
-0.493844	0.0782175	0.5475	
-0.5	2.94744e-07	0.55	
-0.493844	-0.0782169	0.5525	
-0.475528	-0.154508	0.555	
-0.445503	-0.226995	0.5575	
-0.404509	-0.293892	0.56	
-0.353554	-0.353553	0.5625	
-0.293893	-0.404508	0.565	
-0.226996	-0.445503	0.5675	
-0.154509	-0.475528	0.57	
-0.0782175	-0.493844	0.5725	
-3.08141e-07	-0.5	0.575	
0.0782169	-0.493844	0.5775	
0.154508	-0.475528	0.58	
0.226995	-0.445503	0.5825	
0.293892	-0.404509	0.585	
0.353553	-0.353554	0.5875	
0.404508	-0.293893	0.59	
0.445503	-0.226996	0.5925	
0.475528	-0.154509	0.595	
0.493844	-0.0782175	0.5975	
0.5	-3.21539e-07	0.6	
0.493844	0.0782169	0.6025	
0.475528	0.154508	0.605	
0.445503	0.226995	0.6075	
0.404509	0.293892	0.61	
0.353554	0.353553	0.6125	
0.293893	0.404508	0.615	
0.226996	0.445503	0.6175	
0.154509	0.475528	0.62	
0.0782176	0.493844	0.6225	
3.34936e-07	0.5	0.625	
-0.0782169	0.493844	0.6275	
-0.154508	0.475528	0.63	
-0.226995	0.445503	0.6325	
-0.293892	0.404509	0.635	
-0.353553	0.353554	0.6375	
-0.404508	0.293893	0.64	
-0.445503	0.226996	0.6425	
-0.475528	0.154509	0.645	
-0.493844	0.0782176	0.6475	
-0.5	3.48334e-07	0.65	
-0.493844	-0.0782169	0.6525	
-0.475528	-0.154508	0.655	
-0.445503	-0.226995	0.6575	
-0.404509	-0.293892	0.66	
-0.353554	-0.353553	0.6625	
-0.293893	-0.404508	0.665	
-0.226996	-0.445503	0.6675	
-0.154509	-0.475528	0.67	
-0.0782176	-0.493844	0.6725	
-3.61731e-07	-0.5	0.675	
0.0782169	-0.493844	0.6775	
0.154508	-0.475528	0.68	
0.226995	-0.445503	0.6825	
0.293892	-0.404509	0.685	
0.353553	-0.353554	0.6875	
0.404508	-0.293893	0.69	
0.445503	-0.226996	0.6925	
0.475528	-0.154509	0.695	
0.493844	-0.0782176	0.6975	
0.5	-3.75129e-07	0.7	
0.493844	0.0782169	0.7025	
0.475528	0.154508	0.705	
0.445503	0.226995	0.7075	
0.404509	0.293892	0.71	
0.353554	0.353553	0.7125	
0.293893	0.404508	0.715	
0.226996	0.445503	0.7175	
0.154509	0.475528	0.72	
0.0782176	0.493844	0.7225	
3.88526e-07	0.5	0.725	
-0.0782168	0.493844	0.7275	
-0.154508	0.475528	0.73	
-0.226995	0.445503	0.7325	
-0.293892	0.404509	0.735	
-0.353553	0.353554	0.7375	
-0.404508	0.293893	0.74	
-0.445503	0.226996	0.7425	
-0.475528	0.154509	0.745	
-0.493844	0.0782176	0.7475	
-0.5	4.01923e-07	0.75	
-0.493844	-0.0782168	0.7525	
-0.475528	-0.154508	0.755	
-0.445503	-0.226995	0.7575	
-0.404509	-0.293892	0.76	
-0.353554	-0.353553	0.7625	
-0.293893	-0.404508	0.765	
-0.226996	-0.445503	0.7675	
-0.154509	-0.475528	0.77	
-0.0782176	-0.493844	0.7725	
-4.15321e-07	-0.5	0.775	
0.0782168	-0.493844	0.7775	
0.154508	-0.475528	0.78	
0.226995	-0.445503	0.7825	
0.293892	-0.404509	0.785	
0.353553	-0.353554	0.7875	
0.404508	-0.293893	0.79	
0.445503	-0.226996	0.7925	
0.475528	-0.154509	0.795	
0.493844	-0.0782177	0.7975	
0.5	-4.28718e-07	0.8	
0.493844	0.0782168	0.8025	
0.475528	0.154508	0.805	
0.445503	0.226995	0.8075	
0.404509	0.293892	0.81	
0.353554	0.353553	0.8125	
0.293893	0.404508	0.815	
0.226996	0.445503	0.8175	
0.154509	0.475528	0.82	
0.0782177	0.493844	0.8225	
4.42116e-07	0.5	0.825	
-0.0782168	0.493844	0.8275	
-0.154508	0.475528	0.83	
-0.226995	0.445503	0.8325	
-0.293892	0.404509	0.835	
-0.353553	0.353554	0.8375	
-0.404508	0.293893	0.84	
-0.445503	0.226996	0.8425	
-0.475528	0.154509	0.845	
-0.493844	0.0782177	0.8475	
-0.5	4.55513e-07	0.85	
-0.493844	-0.0782168	0.8525	
-0.475528	-0.154508	0.855	
-0.445503	-0.226995	0.8575	
-0.404509	-0.293892	0.86	
-0.353554	-0.353553	0.8625	
-0.293893	-0.404508	0.865	
-0.226996	-0.445503	0.8675	
-0.154509	-0.475528	0.87	
-0.0782177	-0.493844	0.8725	
-4.68911e-07	-0.5	0.875	
0.0782168	-0.493844	0.8775	
0.154508	-0.475528	0.88	
0.226995	-0.445503	0.8825	
0.293892	-0.404509	0.885	
0.353553	-0.353554	0.8875	
0.404508	-0.293893	0.89	
0.445503	-0.226996	0.8925	
0.475528	-0.154509	0.895	
0.493844	-0.0782177	0.8975	
0.5	-4.82308e-07	0.9	
0.493844	0.0782168	0.9025	
0.475528	0.154508	0.905	
0.445503	0.226995	0.9075	
0.404509	0.293892	0.91	
0.353554	0.353553	0.9125	
0.293893	0.404508	0.915	
0.226996	0.445503	0.9175	
0.154509	0.475528	0.92	
0.0782177	0.493844	0.9225	
4.95706e-07	0.5	0.925	
-0.0782167	0.493844	0.9275	
-0.154508	0.475528	0.93	
-0.226995	0.445503	0.9325	
-0.293892	0.404509	0.935	
-0.353553	0.353554	0.9375	
-0.404508	0.293893	0.94	
-0.445503	0.226996	0.9425	
-0.475528	0.154509	0.945	
-0.493844	0.0782177	0.9475	
-0.5	5.09103e-07	0.95	
-0.493844	-0.0782167	0.9525	
-0.475528	-0.154508	0.955	
-0.445503	-0.226995	0.9575	
-0.404509	-0.293892	0.96	
-0.353554	-0.353553	0.9625	
-0.293893	-0.404508	0.965	
-0.226996	-0.445503	0.9675	
-0.154509	-0.475528	0.97	
-0.0782177	-0.493844	0.9725	
-5.225e-07	-0.5	0.975	
0.0782167	-0.493844	0.9775	
0.154508	-0.475528	0.98	
0.226995	-0.445504	0.9825	
0.293892	-0.404509	0.985	
0.353553	-0.353554	0.9875	
0.404508	-0.293893	0.99	
0.445503	-0.226996	0.9925	
0.475528	-0.154509	0.995	
0.493844	-0.0782178	0.9975	
